iter,shift,sse,delta_sse,stop_shift,stop_sse,converged
1,164041.75855680127,1.7595862420170506E14,,false,false,false
2,41356.628170912074,5.337613776309542E13,1.2258248643860964E14,false,false,false
3,20168.5313129494,4.437629223713962E13,8.999845525955805E12,false,false,false
4,16818.748327995396,4.129873081784667E13,3.0775614192929453E12,false,false,false
