timestamp,label,phase,time_ms,time_s,success
2026-03-01T02:41:42.000,TaskAPig,total,8862,8.862,1
2026-03-01T02:42:40.000,TaskBPig,total,56963,56.963,1
2026-03-01T02:42:50.000,TaskCPig,total,9049,9.049,1
2026-03-01T02:43:47.000,TaskDPig,total,55385,55.385,1
2026-03-01T02:44:49.000,TaskEPig,total,60410,60.410,1
2026-03-01T02:45:57.000,TaskFPig,total,67222,67.222,1
2026-03-01T02:47:04.000,TaskGPig,total,65361,65.361,1
2026-03-01T02:50:08.000,TaskHPig,total,182531,182.531,1
